Date,Open,High,Low,Close
1-September-2017,10327.06,10394.23,10319.07,10383.65
4-September-2017,10397.39,10397.39,10254.19,10311.07
5-September-2017,10328.42,10369.96,10308.75,10357.50
6-September-2017,10330.07,10350.02,10287.57,10331.20
7-September-2017,10363.45,10393.24,10344.84,10361.33
8-September-2017,10379.02,10396.49,10332.34,10351.90
11-September-2017,10390.27,10454.68,10389.53,10430.13
12-September-2017,10480.27,10525.51,10454.31,10520.15
13-September-2017,10535.11,10570.81,10486.38,10502.36
14-September-2017,10551.21,10562.57,10499.81,10521.34
15-September-2017,10503.39,10543.73,10469.93,10515.62
18-September-2017,10546.57,10598.18,10546.55,10577.48
19-September-2017,10607.46,10608.17,10559.64,10580.47
20-September-2017,10600.78,10608.45,10565.64,10570.46
21-September-2017,10572.33,10588.76,10473.48,10537.48
22-September-2017,10522.03,10522.18,10342.72,10353.92
25-September-2017,10372.33,10379.05,10197.90,10252.78
26-September-2017,10267.03,10283.60,10197.01,10254.42
27-September-2017,10304.48,10307.99,10086.12,10105.47
28-September-2017,10123.53,10160.13,10059.90,10142.31
29-September-2017,10177.91,10245.83,10162.11,10172.64
3-October-2017,10249.11,10273.88,10231.43,10255.94
4-October-2017,10273.83,10333.30,10250.63,10307.94
5-October-2017,10326.45,10352.29,10284.53,10292.68
6-October-2017,10310.60,10392.61,10310.17,10383.08
9-October-2017,10399.83,10433.14,10374.09,10397.62
10-October-2017,10418.27,10447.35,10415.54,10427.14
11-October-2017,10449.34,10485.25,10354.55,10389.24
12-October-2017,10407.91,10510.80,10379.11,10502.05
13-October-2017,10521.13,10589.66,10521.13,10567.54
16-October-2017,10588.05,10642.73,10572.84,10625.50
17-October-2017,10634.25,10655.60,10611.66,10636.26
18-October-2017,10621.63,10643.21,10576.76,10612.71
19-October-2017,10645.59,10650.79,10527.45,10552.02
23-October-2017,10558.38,10619.18,10529.65,10585.44
24-October-2017,10616.27,10638.85,10584.12,10608.35
25-October-2017,10713.90,10747.03,10651.15,10712.24
26-October-2017,10714.03,10774.25,10673.24,10761.80
27-October-2017,10781.17,10789.20,10734.76,10748.30
30-October-2017,10785.26,10821.00,10775.86,10798.73
31-October-2017,10802.19,10811.25,10762.14,10776.46
1-November-2017,10821.42,10896.67,10820.39,10878.63
2-November-2017,10897.29,10908.91,10860.64,10875.98
3-November-2017,10903.20,10914.42,10858.24,10903.38
6-November-2017,10915.82,10955.63,10879.59,10919.28
7-November-2017,10935.62,10959.18,10789.91,10803.73
8-November-2017,10820.86,10840.35,10727.11,10749.90
9-November-2017,10796.50,10825.87,10713.18,10769.96
10-November-2017,10762.89,10795.26,10709.79,10767.96
13-November-2017,10796.47,10802.65,10671.00,10679.99
14-November-2017,10668.01,10704.66,10631.02,10641.78
15-November-2017,10644.73,10645.25,10532.96,10558.62
16-November-2017,10578.17,10682.41,10578.17,10663.18
17-November-2017,10747.47,10804.60,10724.02,10743.38
20-November-2017,10752.83,10776.96,10726.48,10761.07
21-November-2017,10785.13,10833.17,10776.50,10793.18
22-November-2017,10818.04,10832.71,10767.26,10801.37
23-November-2017,10804.15,10836.88,10765.26,10810.35
24-November-2017,10833.89,10863.90,10827.84,10850.76
27-November-2017,10839.80,10871.16,10808.57,10865.08
28-November-2017,10864.23,10889.85,10825.62,10842.00
29-November-2017,10858.31,10871.98,10816.65,10833.12
30-November-2017,10814.17,10820.97,10692.53,10705.43
1-December-2017,10736.64,10760.04,10577.22,10593.22
4-December-2017,10636.88,10651.67,10562.32,10599.23
5-December-2017,10586.11,10614.83,10535.03,10591.10
6-December-2017,10587.51,10588.62,10502.18,10509.95
7-December-2017,10516.74,10659.83,10514.09,10646.30
8-December-2017,10676.54,10757.57,10676.54,10745.63
11-December-2017,10774.80,10822.28,10765.45,10802.56
12-December-2017,10794.05,10802.27,10708.03,10717.78
13-December-2017,10722.51,10767.99,10631.24,10653.51
14-December-2017,10673.22,10731.19,10598.10,10709.18
15-December-2017,10776.75,10834.88,10776.75,10797.50
18-December-2017,10776.71,10908.79,10542.42,10851.02
19-December-2017,10892.07,10952.15,10881.72,10943.49
20-December-2017,10967.42,10974.73,10922.52,10931.34
21-December-2017,10945.52,10966.04,10922.75,10934.66
22-December-2017,10944.29,10991.22,10944.29,10983.52
26-December-2017,10999.28,11031.40,10985.58,11020.91
27-December-2017,11041.45,11054.37,10962.89,10984.51
28-December-2017,10995.46,11024.00,10945.79,10968.82
29-December-2017,10990.05,11038.85,10990.05,11029.78
1-January-2018,11037.78,11048.96,10943.87,10960.57
2-January-2018,10988.37,11009.10,10906.20,10947.17
3-January-2018,10981.96,11021.84,10947.16,10956.71
4-January-2018,10990.79,11031.45,10957.03,11023.55
5-January-2018,11046.45,11101.98,11046.32,11093.81
8-January-2018,11117.06,11176.23,11117.06,11166.22
9-January-2018,11187.32,11204.88,11144.22,11175.63
10-January-2018,11204.18,11211.97,11131.21,11163.81
11-January-2018,11175.22,11200.36,11148.16,11184.38
12-January-2018,11207.64,11227.84,11118.19,11204.58
15-January-2018,11234.72,11306.07,11234.61,11254.26
16-January-2018,11267.39,11282.45,11178.45,11190.51
17-January-2018,11190.31,11293.36,11135.56,11282.00
18-January-2018,11355.22,11384.11,11231.78,11272.94
19-January-2018,11294.06,11364.91,11255.77,11353.80
22-January-2018,11381.22,11443.62,11345.89,11434.66
23-January-2018,11461.45,11556.20,11460.52,11547.46
24-January-2018,11554.68,11580.95,11509.23,11543.84
25-January-2018,11560.04,11569.08,11440.78,11493.10
29-January-2018,11510.03,11595.01,11507.20,11541.40
30-January-2018,11537.53,11543.49,11448.69,11462.86
31-January-2018,11442.54,11466.19,11366.53,11419.07
1-February-2018,11445.07,11495.89,11250.85,11400.03
2-February-2018,11339.94,11342.67,11096.73,11115.45
5-February-2018,11007.32,11064.93,10931.11,11036.41
6-February-2018,10727.52,10946.73,10619.08,10854.75
7-February-2018,10967.38,10996.18,10816.17,10838.00
8-February-2018,10870.22,11013.69,10848.36,10958.39
9-February-2018,10825.91,10875.66,10776.73,10851.72
12-February-2018,10911.56,10961.85,10888.65,10946.65
14-February-2018,10992.44,11002.47,10873.08,10912.23
15-February-2018,10929.71,11017.52,10903.53,10937.42
16-February-2018,10975.72,11008.92,10819.81,10837.84
19-February-2018,10851.83,10867.80,10676.67,10749.63
20-February-2018,10778.72,10811.78,10729.73,10742.66
21-February-2018,10776.96,10806.62,10728.26,10769.18
22-February-2018,10756.33,10760.20,10713.54,10739.34
23-February-2018,10748.49,10864.47,10747.59,10856.55
26-February-2018,10888.37,10966.32,10888.35,10956.80
27-February-2018,10988.43,11008.03,10909.79,10919.15
28-February-2018,10855.23,10902.29,10829.23,10864.95
1-March-2018,10858.06,10901.24,10810.76,10821.14
5-March-2018,10813.12,10813.29,10681.79,10713.77
6-March-2018,10792.78,10805.91,10574.15,10602.72
7-March-2018,10591.55,10609.31,10496.24,10508.94
8-March-2018,10566.52,10613.97,10484.57,10587.38
9-March-2018,10617.15,10648.27,10560.68,10577.79
12-March-2018,10626.70,10763.38,10626.70,10751.18
13-March-2018,10726.01,10825.20,10720.77,10773.76
14-March-2018,10744.66,10784.14,10701.52,10772.16
15-March-2018,10773.28,10790.76,10716.72,10730.03
16-March-2018,10732.30,10732.81,10564.86,10579.91
19-March-2018,10605.54,10606.96,10444.42,10465.66
20-March-2018,10438.94,10524.35,10419.10,10495.58
21-March-2018,10528.01,10608.00,10508.07,10531.84
22-March-2018,10549.97,10582.48,10473.15,10484.41
23-March-2018,10369.92,10393.99,10317.27,10368.33
26-March-2018,10353.94,10523.92,10337.12,10507.46
27-March-2018,10546.78,10607.59,10526.88,10565.09
28-March-2018,10539.58,10546.67,10487.67,10502.61
2-April-2018,10525.74,10620.96,10517.56,10612.02
3-April-2018,10598.39,10666.41,10582.18,10655.46
4-April-2018,10680.49,10696.88,10523.98,10535.14
5-April-2018,10614.99,10739.35,10610.73,10728.58
6-April-2018,10730.18,10772.86,10701.15,10755.18
9-April-2018,10767.51,10817.94,10748.98,10798.01
10-April-2018,10833.26,10848.02,10797.01,10816.46
11-April-2018,10842.89,10844.80,10770.59,10824.52
12-April-2018,10836.67,10881.87,10807.56,10862.00
13-April-2018,10885.22,10929.11,10857.21,10886.53
16-April-2018,10822.09,10942.98,10808.18,10933.47
17-April-2018,10955.30,10968.44,10907.91,10957.18
18-April-2018,10976.78,11009.68,10919.13,10939.81
19-April-2018,10962.91,10990.47,10962.38,10984.64
20-April-2018,10979.66,10995.62,10941.11,10979.37
23-April-2018,11004.27,11054.39,10957.97,10994.01
24-April-2018,10991.77,11042.76,10979.46,11019.45
25-April-2018,11012.31,11021.97,10940.83,10972.66
26-April-2018,10984.52,11030.46,10966.68,11022.42
27-April-2018,11034.18,11122.83,11033.67,11097.13
30-April-2018,11119.38,11172.37,11114.08,11152.97
2-May-2018,11200.47,11206.40,11081.14,11108.66
3-May-2018,11125.91,11125.91,11024.57,11055.65
4-May-2018,11067.85,11082.26,10983.37,10998.00
7-May-2018,11023.36,11101.34,11014.08,11089.90
8-May-2018,11125.45,11133.20,11069.15,11090.30
9-May-2018,11081.06,11125.64,11067.33,11098.12
10-May-2018,11105.43,11139.14,11036.69,11048.85
11-May-2018,11064.39,11149.44,11053.85,11135.47
14-May-2018,11139.79,11160.96,11096.80,11116.44
15-May-2018,11107.60,11242.87,11082.36,11104.34
16-May-2018,11079.42,11098.67,11001.35,11053.15
17-May-2018,11080.49,11086.49,10988.55,11005.16
18-May-2018,11006.40,11011.69,10895.07,10901.90
21-May-2018,10907.89,10932.92,10799.90,10810.78
22-May-2018,10804.13,10859.78,10782.16,10849.16
23-May-2018,10843.67,10849.16,10731.88,10743.83
24-May-2018,10763.80,10840.61,10727.04,10816.57
25-May-2018,10844.99,10953.55,10828.68,10928.90
28-May-2018,10982.69,11038.74,10964.71,11022.84
29-May-2018,11034.10,11047.55,10946.27,10963.08
30-May-2018,10938.44,10976.00,10895.16,10943.70
31-May-2018,10988.14,11060.65,10947.01,11040.77
1-June-2018,11060.61,11081.13,10984.62,10995.66
4-June-2018,11068.16,11080.37,10912.51,10920.14
5-June-2018,10923.56,10933.43,10835.93,10874.72
6-June-2018,10882.71,10991.17,10872.51,10978.95
7-June-2018,11006.28,11115.99,11006.28,11070.77
8-June-2018,11055.58,11090.79,11020.80,11080.44
11-June-2018,11088.65,11162.03,11085.47,11095.81
12-June-2018,11111.35,11168.08,11100.52,11154.39
13-June-2018,11193.23,11206.97,11159.55,11165.57
14-June-2018,11166.41,11170.03,11090.83,11126.62
15-June-2018,11140.93,11148.28,11068.00,11119.57
18-June-2018,11143.87,11148.50,11094.56,11101.22
19-June-2018,11099.45,11099.45,11003.97,11014.64
20-June-2018,11027.00,11080.39,11025.48,11072.82
21-June-2018,11098.37,11108.87,11024.35,11033.02
22-June-2018,11032.49,11126.32,10997.81,11112.05
25-June-2018,11132.58,11137.64,11034.55,11046.49
26-June-2018,11013.13,11092.28,11008.90,11053.63
27-June-2018,11068.21,11083.83,10926.86,10945.74
28-June-2018,10937.29,10955.44,10833.65,10852.85
29-June-2018,10882.24,10997.47,10877.36,10987.71
2-July-2018,11023.84,11032.25,10882.32,10932.79
3-July-2018,10949.59,11000.43,10903.74,10982.38
4-July-2018,10982.46,11048.15,10953.15,11040.33
5-July-2018,11059.01,11068.04,10998.35,11014.56
6-July-2018,11007.85,11089.93,11000.23,11039.34
9-July-2018,11091.85,11136.70,11082.66,11126.02
10-July-2018,11168.74,11228.95,11157.26,11219.37
11-July-2018,11233.66,11247.62,11193.07,11204.96
12-July-2018,11256.77,11331.67,11256.51,11265.30
13-July-2018,11293.50,11310.92,11233.68,11247.09
16-July-2018,11273.07,11273.07,11134.53,11144.47
17-July-2018,11166.32,11246.68,11132.05,11237.20
18-July-2018,11292.56,11303.16,11164.86,11183.99
19-July-2018,11217.54,11218.89,11135.58,11157.79
20-July-2018,11163.55,11232.46,11141.00,11213.31
23-July-2018,11229.36,11306.52,11226.05,11298.70
24-July-2018,11340.47,11387.84,11328.25,11377.58
25-July-2018,11407.91,11408.12,11352.39,11373.97
26-July-2018,11392.69,11446.12,11384.08,11425.43
27-July-2018,11496.19,11542.73,11476.47,11535.04
30-July-2018,11580.14,11591.38,11526.18,11582.46
31-July-2018,11594.95,11636.49,11534.63,11625.85
1-August-2018,11642.01,11663.27,11585.88,11617.69
2-August-2018,11620.41,11620.41,11517.71,11529.01
3-August-2018,11576.34,11641.90,11575.76,11633.83
6-August-2018,11679.12,11707.17,11652.16,11663.47
7-August-2018,11709.37,11714.74,11634.59,11659.81
8-August-2018,11687.86,11725.68,11655.35,11714.77
9-August-2018,11753.73,11765.22,11727.08,11748.30
10-August-2018,11757.63,11758.80,11683.95,11697.12
13-August-2018,11653.15,11680.68,11610.17,11624.18
14-August-2018,11655.57,11715.73,11640.41,11700.53
16-August-2018,11690.00,11724.33,11633.76,11648.71
17-August-2018,11710.51,11762.39,11703.07,11747.65
20-August-2018,11786.69,11854.60,11783.22,11841.09
21-August-2018,11867.19,11877.85,11833.46,11863.62
23-August-2018,11902.36,11920.70,11852.35,11892.38
24-August-2018,11902.09,11915.85,11836.28,11870.00
27-August-2018,11931.11,12010.35,11919.48,12002.10
28-August-2018,12035.73,12070.09,12012.93,12035.70
29-August-2018,12063.21,12063.21,11998.68,12009.14
30-August-2018,12031.52,12037.21,11974.05,12003.94
31-August-2018,12013.45,12067.13,11984.41,12016.97
3-September-2018,12090.37,12095.54,11907.25,11920.05
4-September-2018,11958.74,11972.98,11783.98,11806.32
5-September-2018,11813.35,11828.33,11668.08,11760.93
6-September-2018,11808.67,11846.93,11725.81,11822.88
7-September-2018,11849.78,11906.10,11778.76,11894.69
10-September-2018,11889.18,11891.38,11722.12,11732.87
11-September-2018,11767.71,11775.85,11550.78,11565.91
12-September-2018,11598.67,11663.66,11523.41,11651.98
14-September-2018,11716.13,11812.47,11715.94,11805.54
17-September-2018,11789.44,11789.44,11660.40,11670.95
18-September-2018,11687.41,11711.38,11552.74,11566.44
19-September-2018,11614.28,11637.72,11494.72,11520.02
21-September-2018,11572.21,11630.96,11060.51,11406.65
24-September-2018,11440.44,11447.13,11183.32,11200.53
25-September-2018,11211.29,11323.89,11107.98,11305.99
26-September-2018,11395.56,11398.70,11241.86,11296.97
27-September-2018,11337.08,11342.33,11190.00,11208.40
28-September-2018,11254.17,11272.50,11060.22,11140.99
1-October-2018,11156.17,11253.56,11034.38,11226.62
3-October-2018,11247.52,11247.52,11056.24,11076.17
4-October-2018,11022.51,11022.51,10768.70,10819.08
5-October-2018,10780.22,10780.22,10484.24,10538.49
8-October-2018,10544.14,10613.89,10395.79,10549.59
9-October-2018,10599.86,10614.04,10456.73,10494.87
10-October-2018,10556.25,10710.41,10521.02,10688.68
11-October-2018,10464.87,10565.34,10361.44,10459.48
12-October-2018,10548.39,10720.59,10546.90,10694.42
15-October-2018,10777.18,10784.14,10644.70,10742.43
16-October-2018,10788.89,10848.84,10761.02,10832.21
17-October-2018,10939.26,10958.30,10661.37,10674.77
19-October-2018,10621.43,10621.82,10485.60,10534.93
22-October-2018,10636.57,10651.16,10466.47,10481.06
23-October-2018,10425.19,10465.80,10340.17,10380.87
24-October-2018,10482.16,10516.43,10362.80,10462.69
25-October-2018,10390.06,10394.54,10311.43,10353.24
26-October-2018,10379.30,10379.39,10233.13,10266.12
29-October-2018,10330.04,10522.27,10265.01,10502.71
30-October-2018,10518.86,10549.58,10447.25,10474.36
31-October-2018,10499.73,10668.00,10388.85,10661.72
1-November-2018,10719.65,10727.36,10627.83,10661.28
2-November-2018,10752.73,10891.29,10739.87,10825.30
5-November-2018,10853.95,10854.22,10762.26,10803.49
6-November-2018,10839.47,10876.74,10763.95,10796.42
7-November-2018,10888.76,10889.58,10861.34,10873.58
9-November-2018,10887.87,10902.52,10818.41,10871.29
12-November-2018,10904.32,10927.92,10742.34,10758.27
13-November-2018,10768.58,10863.97,10719.21,10852.58
14-November-2018,10904.62,10922.72,10809.21,10850.69
15-November-2018,10851.80,10916.36,10826.42,10887.75
16-November-2018,10924.16,10967.20,10900.31,10946.32
19-November-2018,10998.95,11042.79,10961.54,11028.85
20-November-2018,11021.38,11021.38,10908.01,10921.60
21-November-2018,10942.57,10944.23,10840.37,10883.54
22-November-2018,10907.51,10927.97,10795.77,10807.19
26-November-2018,10855.07,10913.85,10770.81,10902.73
27-November-2018,10912.29,10957.25,10873.50,10947.59
28-November-2018,10978.14,11021.18,10965.00,10973.10
29-November-2018,11049.11,11123.33,11033.33,11104.13
30-November-2018,11142.78,11171.44,11084.04,11119.17
3-December-2018,11178.94,11192.16,11111.08,11146.20
4-December-2018,11157.51,11159.27,11101.22,11126.85
5-December-2018,11095.15,11097.30,10992.01,11023.07
6-December-2018,10971.66,10972.97,10824.72,10834.65
7-December-2018,10885.23,10934.14,10840.59,10922.49
10-December-2018,10786.54,10793.56,10704.38,10715.61
11-December-2018,10611.95,10821.97,10574.04,10802.04
12-December-2018,10839.79,11014.24,10814.10,11001.36
13-December-2018,11074.15,11113.44,11021.81,11061.98
14-December-2018,11072.99,11102.10,11029.51,11077.83
17-December-2018,11122.40,11178.48,11122.40,11167.54
18-December-2018,11157.90,11199.52,11102.48,11191.41
19-December-2018,11221.40,11282.04,11220.18,11265.96
20-December-2018,11220.89,11262.18,11182.94,11248.72
21-December-2018,11258.18,11272.70,11031.85,11047.69
24-December-2018,11078.84,11089.77,10944.62,10958.98
26-December-2018,10951.16,11032.11,10817.40,11015.49
27-December-2018,11104.49,11117.26,11053.47,11059.19
28-December-2018,11092.59,11185.06,11092.59,11152.40
31-December-2018,11196.60,11220.42,11154.46,11161.02
1-January-2019,11188.74,11209.42,11104.52,11200.61
2-January-2019,11179.94,11192.69,11032.74,11079.01
3-January-2019,11092.53,11115.20,10951.13,10961.27
4-January-2019,10987.92,11031.54,10922.08,11015.74
7-January-2019,11099.50,11117.48,11033.65,11048.40
8-January-2019,11077.88,11099.16,11019.64,11081.36
9-January-2019,11133.87,11149.89,11029.63,11128.57
10-January-2019,11143.36,11146.20,11094.59,11110.03
11-January-2019,11133.79,11140.39,11031.30,11079.83
14-January-2019,11109.59,11111.95,10980.90,11027.30
15-January-2019,11054.76,11174.46,11054.76,11165.97
16-January-2019,11183.62,11213.47,11158.01,11169.29
17-January-2019,11194.08,11213.66,11124.45,11180.60
18-January-2019,11196.12,11208.42,11127.58,11165.66
21-January-2019,11187.21,11247.27,11152.97,11199.76
22-January-2019,11215.81,11215.85,11112.62,11174.48
23-January-2019,11190.46,11201.14,11073.92,11092.12
24-January-2019,11103.08,11116.44,11059.95,11101.58
25-January-2019,11122.19,11182.64,10996.15,11020.48
28-January-2019,11041.66,11046.63,10860.45,10886.11
29-January-2019,10898.82,10921.83,10821.23,10883.13
30-January-2019,10942.02,10949.28,10842.43,10876.62
31-January-2019,10932.97,11058.02,10908.68,11054.82
1-February-2019,11080.68,11209.04,11035.83,11120.92
4-February-2019,11121.91,11133.79,11031.21,11121.53
5-February-2019,11122.57,11156.46,11097.02,11124.91
6-February-2019,11157.20,11256.73,11148.90,11242.71
7-February-2019,11259.87,11315.01,11243.29,11271.26
8-February-2019,11248.74,11251.19,11112.05,11129.97
11-February-2019,11135.84,11136.72,11032.18,11060.93
12-February-2019,11064.76,11087.25,10991.51,11001.24
13-February-2019,11037.25,11060.73,10931.27,10949.74
14-February-2019,10953.35,10960.98,10890.01,10920.23
15-February-2019,10945.23,10952.77,10775.17,10870.11
18-February-2019,10884.28,10900.40,10769.21,10778.22
19-February-2019,10791.07,10870.70,10736.72,10753.93
20-February-2019,10807.72,10896.28,10796.54,10884.70
21-February-2019,10907.96,10964.11,10877.40,10944.01
22-February-2019,10951.48,10973.25,10925.20,10959.31
25-February-2019,10991.67,11059.82,10965.76,11052.68
26-February-2019,10991.00,11061.36,10892.43,11005.08
27-February-2019,11050.89,11126.99,10933.67,10985.30
28-February-2019,11025.95,11040.29,10974.52,10988.69
1-March-2019,11030.71,11074.12,11021.36,11060.21
5-March-2019,11078.33,11203.35,11023.02,11199.80
6-March-2019,11236.68,11275.48,11219.54,11263.12
7-March-2019,11295.85,11304.34,11242.47,11266.05
8-March-2019,11273.20,11273.20,11216.92,11246.36
11-March-2019,11268.42,11411.67,11266.69,11397.18
12-March-2019,11455.25,11543.32,11453.61,11519.58
13-March-2019,11541.78,11565.07,11495.92,11553.12
14-March-2019,11577.14,11595.19,11523.75,11551.66
15-March-2019,11556.97,11680.34,11555.70,11620.08
18-March-2019,11650.73,11716.15,11604.65,11644.47
19-March-2019,11680.55,11725.51,11643.43,11717.50
20-March-2019,11737.12,11744.23,11687.90,11701.22
22-March-2019,11719.96,11753.41,11611.43,11630.81
25-March-2019,11592.10,11592.10,11488.67,11529.26
26-March-2019,11553.14,11665.09,11533.22,11648.42
27-March-2019,11685.66,11715.68,11587.48,11617.81
28-March-2019,11644.17,11760.32,11627.20,11743.11
29-March-2019,11784.26,11822.56,11760.06,11809.19
1-April-2019,11863.63,11931.48,11840.87,11859.50
2-April-2019,11893.45,11902.65,11839.48,11886.47
3-April-2019,11920.70,11943.65,11809.84,11824.26
4-April-2019,11842.99,11844.23,11742.11,11783.63
5-April-2019,11825.80,11870.97,11798.54,11845.89
8-April-2019,11874.94,11891.35,11735.53,11784.18
9-April-2019,11793.49,11862.68,11747.43,11851.35
10-April-2019,11840.79,11860.81,11754.93,11764.76
11-April-2019,11776.75,11790.50,11736.14,11779.51
12-April-2019,11802.23,11841.76,11771.09,11829.17
15-April-2019,11843.65,11890.14,11836.73,11873.62
16-April-2019,11911.54,11993.43,11911.54,11970.11
18-April-2019,12012.51,12029.44,11907.82,11922.47
22-April-2019,11922.15,11922.27,11742.31,11758.55
23-April-2019,11791.90,11809.45,11730.06,11743.77
24-April-2019,11771.26,11893.12,11740.46,11883.11
25-April-2019,11893.57,11947.61,11784.46,11802.22
26-April-2019,11839.78,11896.32,11814.65,11885.52
30-April-2019,11885.26,11887.71,11787.48,11868.07
2-May-2019,11871.78,11909.15,11819.68,11834.39
3-May-2019,11844.72,11871.51,11806.89,11820.36
6-May-2019,11754.81,11754.81,11687.20,11707.92
7-May-2019,11763.92,11769.36,11597.14,11607.69
